cluster_name,acousticness,instrumentalness,speechiness,popularity
Acoustic Instrumental,0.783,6.36e-06,0.0269,69
Acoustic Instrumental,0.855,1.97e-05,0.0353,68
Acoustic Instrumental,0.768,0.000155,0.0347,67
Acoustic Instrumental,0.819,0.000904,0.0617,68
Acoustic Instrumental,0.876,0.000136,0.0484,68
Acoustic Instrumental,0.514,1.2e-05,0.0503,67
Acoustic Instrumental,0.66,0.179,0.0417,67
Instrumental Focus,0.000818,0.00103,0.0356,65
Acoustic Instrumental,0.835,4.83e-06,0.245,65
Acoustic Instrumental,0.663,1.57e-06,0.0564,64
Instrumental Focus,0.00955,1.88e-05,0.0326,65
Acoustic Instrumental,0.717,0.000362,0.0619,64
Instrumental Focus,0.0288,0.00218,0.0638,55
Instrumental Focus,0.00215,3.23e-05,0.0352,55
Acoustic Instrumental,0.622,9.19e-05,0.0275,50
Acoustic Instrumental,0.769,0.000106,0.0282,54
Acoustic Instrumental,0.769,0.000106,0.0282,45
Instrumental Focus,0.0171,0.00203,0.0317,64
Instrumental Focus,0.00108,1.62e-06,0.0375,44
Instrumental Focus,0.0344,0.000127,0.0288,44
Instrumental Focus,0.00188,3.72e-06,0.0535,43
Acoustic Instrumental,0.801,1.39e-05,0.0397,41
Acoustic Instrumental,0.878,1.54e-05,0.0387,39
Acoustic Instrumental,0.835,0.00179,0.164,39
Acoustic Instrumental,0.794,1.6e-05,0.0402,43
Acoustic Instrumental,0.811,0.113,0.0411,37
Acoustic Instrumental,0.663,1.57e-06,0.0564,39
Acoustic Instrumental,0.737,5.38e-05,0.0311,37
Instrumental Focus,0.0538,2.83e-06,0.0931,39
Acoustic Instrumental,0.771,3.77e-06,0.0279,40
Acoustic Instrumental,0.878,0.000132,0.0479,36
Instrumental Focus,0.000752,0.000787,0.0356,40
Acoustic Instrumental,0.774,0.000177,0.0337,36
Acoustic Instrumental,0.848,1.11e-05,0.0397,36
Acoustic Instrumental,0.674,0.184,0.0423,35
Instrumental Focus,0.00955,1.88e-05,0.0326,37
Acoustic Instrumental,0.937,0.00249,0.0309,35
Acoustic Instrumental,0.826,0.00082,0.0627,34
Acoustic Instrumental,0.819,0.000904,0.0617,37
Acoustic Instrumental,0.877,1.9e-05,0.0512,38
Acoustic Instrumental,0.832,4.55e-06,0.249,33
Acoustic Instrumental,0.553,6.93e-05,0.0363,35
Instrumental Focus,0.135,3.97e-06,0.0311,36
Acoustic Instrumental,0.0323,1.4e-06,0.19,35
Acoustic Instrumental,0.768,0.000155,0.0347,33
Acoustic Instrumental,0.878,0.000132,0.0479,34
Instrumental Focus,0.000531,1.6e-05,0.0279,37
Acoustic Instrumental,0.835,0.00179,0.164,34
Acoustic Instrumental,0.859,6.63e-05,0.0507,33
Acoustic Instrumental,0.669,0.2,0.0418,31
Acoustic Instrumental,0.964,7.9e-06,0.0394,31
Acoustic Instrumental,0.686,1.9e-06,0.035,31
Acoustic Instrumental,0.937,0.00227,0.0308,31
Instrumental Focus,0.115,6.62e-06,0.0306,31
Acoustic Instrumental,0.525,0.000414,0.0419,35
Acoustic Instrumental,0.514,1.2e-05,0.0503,30
Instrumental Focus,0.000498,1.33e-05,0.0285,29
Acoustic Instrumental,0.525,0.000414,0.0419,30
Acoustic Instrumental,0.525,0.000414,0.0419,26
Acoustic Instrumental,0.537,0.000345,0.0424,89
Acoustic Instrumental,0.538,7.28e-05,0.0331,88
Acoustic Instrumental,0.778,5.62e-05,0.0287,81
Acoustic Instrumental,0.833,0.00179,0.17,81
Acoustic Instrumental,0.757,7.28e-06,0.0522,79
Acoustic Instrumental,0.838,7.73e-05,0.055,77
Instrumental Focus,0.314,4.74e-05,0.0328,78
Acoustic Instrumental,0.878,2.67e-05,0.0488,78
Acoustic Instrumental,0.687,2.33e-06,0.0334,77
Acoustic Instrumental,0.467,0.0023,0.0413,76
Acoustic Instrumental,0.9,2.7e-05,0.0274,74
Acoustic Instrumental,0.83,0.166,0.0408,72
Acoustic Instrumental,0.835,0.00179,0.164,72
Acoustic Instrumental,0.75,7.14e-06,0.048,71
Acoustic Instrumental,0.855,1.97e-05,0.0353,71
Acoustic Instrumental,0.525,0.000414,0.0419,71
Acoustic Instrumental,0.876,0.000136,0.0484,73
Acoustic Instrumental,0.918,1.73e-05,0.0916,70
Acoustic Instrumental,0.761,2.46e-05,0.0275,71
Acoustic Instrumental,0.735,6.59e-05,0.0312,72
Acoustic Instrumental,0.768,0.000155,0.0347,70
Acoustic Instrumental,0.553,6.93e-05,0.0363,71
Acoustic Instrumental,0.842,1.3e-06,0.0383,71
Acoustic Instrumental,0.481,0.00414,0.0403,70
Acoustic Instrumental,0.655,1.68e-05,0.0471,70
Acoustic Instrumental,0.859,6.63e-05,0.0507,69
Instrumental Focus,0.312,2.3e-05,0.0322,70
Acoustic Instrumental,0.686,1.9e-06,0.035,70
Acoustic Instrumental,0.966,3.86e-06,0.0415,69
Acoustic Instrumental,0.888,2.59e-05,0.0277,69
Acoustic Instrumental,0.731,0.000402,0.0281,68
Acoustic Instrumental,0.67,6.77e-06,0.0492,67
Acoustic Instrumental,0.916,1.5e-05,0.0821,67
Acoustic Instrumental,0.937,0.00227,0.0308,67
Acoustic Instrumental,0.878,0.000132,0.0479,66
Acoustic Instrumental,0.937,0.00249,0.0309,65
Acoustic Instrumental,0.727,0.000326,0.0286,66
Acoustic Instrumental,0.964,7.9e-06,0.0394,66
Acoustic Instrumental,0.66,0.179,0.0417,66
Acoustic Instrumental,0.819,0.000904,0.0617,66
Acoustic Instrumental,0.85,1.68e-06,0.0311,63
Acoustic Instrumental,0.674,0.184,0.0423,63
Acoustic Instrumental,0.835,4.83e-06,0.245,64
Acoustic Instrumental,0.848,6.74e-05,0.0306,61
Acoustic Instrumental,0.449,1.5e-05,0.272,60
Acoustic Instrumental,0.946,1.01e-05,0.0351,59
Acoustic Instrumental,0.928,0.000898,0.031,59
Acoustic Instrumental,0.898,0.026,0.0361,58
Acoustic Instrumental,0.826,0.00082,0.0627,59
Acoustic Instrumental,0.5,4.77e-05,0.0324,58
Acoustic Instrumental,0.848,6.74e-05,0.0306,57
Acoustic Instrumental,0.878,1.54e-05,0.0387,56
Acoustic Instrumental,0.832,4.55e-06,0.249,56
Acoustic Instrumental,0.78,3.45e-05,0.0272,57
Acoustic Instrumental,0.743,0.004,0.0379,56
Acoustic Instrumental,0.942,4.85e-06,0.0281,55
Acoustic Instrumental,0.914,0.000126,0.0301,55
Acoustic Instrumental,0.93,7.61e-05,0.0647,55
Acoustic Instrumental,0.737,5.38e-05,0.0311,55
Acoustic Instrumental,0.887,0.000168,0.0408,54
Acoustic Instrumental,0.848,1.11e-05,0.0397,53
Acoustic Instrumental,0.811,0.113,0.0411,52
Acoustic Instrumental,0.916,0.000392,0.0274,54
Acoustic Instrumental,0.774,0.000177,0.0337,52
Instrumental Focus,0.167,0.00213,0.0425,54
Acoustic Instrumental,0.75,7.14e-06,0.048,53
Acoustic Instrumental,0.761,2.46e-05,0.0275,53
Acoustic Instrumental,0.525,0.000414,0.0419,53
Instrumental Focus,0.168,0.00246,0.0398,52
Acoustic Instrumental,0.481,0.00414,0.0403,51
Acoustic Instrumental,0.553,6.93e-05,0.0363,52
Instrumental Focus,0.312,2.3e-05,0.0322,51
Acoustic Instrumental,0.859,6.63e-05,0.0507,51
Acoustic Instrumental,0.764,1.01e-05,0.0579,47
Acoustic Instrumental,0.686,1.9e-06,0.035,50
Instrumental Focus,0.0637,2.25e-05,0.0463,50
Acoustic Instrumental,0.842,1.3e-06,0.0383,50
Acoustic Instrumental,0.649,9.92e-06,0.0431,46
Acoustic Instrumental,0.888,2.59e-05,0.0277,50
Acoustic Instrumental,0.761,2.46e-05,0.0275,55
Acoustic Instrumental,0.411,0.000241,0.221,49
Instrumental Focus,0.0428,0.000514,0.0456,50
Acoustic Instrumental,0.842,1.3e-06,0.0383,49
Acoustic Instrumental,0.473,0.00215,0.0407,46
Acoustic Instrumental,0.67,6.77e-06,0.0492,48
Acoustic Instrumental,0.916,1.5e-05,0.0821,48
Acoustic Instrumental,0.727,0.000326,0.0286,48
Instrumental Focus,0.0126,0.0326,0.0384,47
Acoustic Instrumental,0.964,7.9e-06,0.0394,47
Acoustic Instrumental,0.838,7.73e-05,0.055,45
Acoustic Instrumental,0.764,1.01e-05,0.0579,42
Acoustic Instrumental,0.473,0.00215,0.0407,40
Acoustic Instrumental,0.537,0.000345,0.0424,52
Acoustic Instrumental,0.778,5.62e-05,0.0287,45
Acoustic Instrumental,0.918,2.17e-05,0.0983,43
Instrumental Focus,0.314,4.74e-05,0.0328,42
Acoustic Instrumental,0.537,0.000345,0.0424,39
Acoustic Instrumental,0.458,1.56e-05,0.28,40
Acoustic Instrumental,0.538,7.28e-05,0.0331,41
Acoustic Instrumental,0.918,2.17e-05,0.0983,36
Acoustic Instrumental,0.778,5.62e-05,0.0287,37
Acoustic Instrumental,0.838,7.73e-05,0.055,37
Acoustic Instrumental,0.538,7.28e-05,0.0331,37
Instrumental Focus,0.314,4.74e-05,0.0328,37
Acoustic Instrumental,0.421,0.00024,0.223,39
Acoustic Instrumental,0.687,2.33e-06,0.0334,36
Instrumental Focus,0.312,2.3e-05,0.0322,37
Instrumental Focus,0.0516,0.0111,0.0369,37
Acoustic Instrumental,0.9,2.7e-05,0.0274,35
Acoustic Instrumental,0.687,2.33e-06,0.0334,37
Acoustic Instrumental,0.649,9.92e-06,0.0431,34
Acoustic Instrumental,0.916,1.5e-05,0.0821,36
Acoustic Instrumental,0.836,0.00181,0.158,38
Acoustic Instrumental,0.75,7.14e-06,0.048,36
Acoustic Instrumental,0.78,3.45e-05,0.0272,36
Acoustic Instrumental,0.9,2.7e-05,0.0274,36
Acoustic Instrumental,0.966,3.86e-06,0.0415,33
Acoustic Instrumental,0.731,0.000402,0.0302,33
Acoustic Instrumental,0.525,0.000414,0.0419,40
Acoustic Instrumental,0.914,0.000126,0.0301,36
Acoustic Instrumental,0.747,0.00767,0.041,36
Acoustic Instrumental,0.966,3.86e-06,0.0415,33
Acoustic Instrumental,0.928,0.000898,0.031,34
Acoustic Instrumental,0.946,1.01e-05,0.0351,34
Instrumental Focus,0.0317,1.9e-05,0.0382,37
Acoustic Instrumental,0.731,0.000402,0.0281,33
Acoustic Instrumental,0.727,0.000326,0.0286,34
Acoustic Instrumental,0.761,2.46e-05,0.0275,34
Acoustic Instrumental,0.528,0.000334,0.0424,33
Acoustic Instrumental,0.5,4.77e-05,0.0324,31
Acoustic Instrumental,0.895,0.0287,0.0374,30
Acoustic Instrumental,0.686,1.9e-06,0.035,33
Acoustic Instrumental,0.942,4.85e-06,0.0281,30
Acoustic Instrumental,0.888,2.59e-05,0.0277,32
Acoustic Instrumental,0.836,7.25e-05,0.0479,30
Acoustic Instrumental,0.756,7.85e-06,0.0518,30
Acoustic Instrumental,0.481,0.00414,0.0403,30
Acoustic Instrumental,0.553,6.93e-05,0.0363,31
Acoustic Instrumental,0.67,6.77e-06,0.0492,30
Acoustic Instrumental,0.964,7.9e-06,0.0394,29
Acoustic Instrumental,0.466,0.00252,0.0409,29
Acoustic Instrumental,0.684,2.23e-06,0.0335,29
Acoustic Instrumental,0.888,2.59e-05,0.0277,29
Acoustic Instrumental,0.778,5.62e-05,0.0287,26
Instrumental Focus,0.00708,1.96e-06,0.0353,57
Acoustic Instrumental,0.0118,1.66e-06,0.47,57
Instrumental Focus,0.000913,0.000247,0.102,55
Acoustic Instrumental,0.568,0.00412,0.092,53
Instrumental Focus,0.012,0.000317,0.0958,51
Acoustic Instrumental,0.000178,0.802,0.0753,38
Acoustic Instrumental,0.000201,0.785,0.0495,36
Instrumental Focus,0.0371,1.68e-06,0.0294,32
Acoustic Instrumental,0.000178,0.802,0.0753,26
Instrumental Focus,0.0121,0.000248,0.0957,62
Instrumental Focus,0.0295,1.52e-06,0.0667,50
Acoustic Instrumental,0.582,0.791,0.0348,47
Instrumental Focus,0.0019,0.444,0.0599,47
Acoustic Instrumental,0.704,0.459,0.0632,46
Acoustic Instrumental,0.0228,7.56e-06,0.203,48
Instrumental Focus,0.04,1.04e-06,0.0297,45
Acoustic Instrumental,0.36,1e-06,0.0398,45
Instrumental Focus,0.0089,0.000869,0.143,45
Acoustic Instrumental,0.00903,0.803,0.05,38
Acoustic Instrumental,0.00903,0.803,0.05,26
Acoustic Instrumental,0.67,0.903,0.0358,38
Acoustic Instrumental,0.73,0.942,0.0357,35
Acoustic Instrumental,0.666,0.938,0.0369,35
Acoustic Instrumental,0.491,0.781,0.0328,34
Acoustic Instrumental,0.685,0.0152,0.0383,32
Acoustic Instrumental,0.00179,0.598,0.0296,30
Instrumental Focus,0.000546,0.0763,0.0686,29
Instrumental Focus,0.0265,0.000103,0.0339,69
Instrumental Focus,0.155,9.28e-05,0.0547,64
Acoustic Instrumental,0.56,0.00278,0.091,62
Acoustic Instrumental,0.56,0.00278,0.091,64
Instrumental Focus,0.0265,0.000103,0.0339,59
Acoustic Instrumental,0.864,0.574,0.382,47
Acoustic Instrumental,0.552,0.0275,0.26,47
Instrumental Focus,0.00631,1.71e-06,0.0354,75
Instrumental Focus,0.00154,1.12e-06,0.0765,57
Instrumental Focus,0.00533,7.77e-06,0.0839,51
Instrumental Focus,0.023,1.99e-06,0.0332,51
Instrumental Focus,0.00357,0.000253,0.0442,50
Instrumental Focus,0.00125,1.07e-05,0.0494,49
Acoustic Instrumental,0.000226,2.14e-05,0.232,49
Instrumental Focus,0.0135,1.59e-06,0.085,47
Acoustic Instrumental,0.38,0.000203,0.398,46
Instrumental Focus,0.000606,0.00109,0.0517,30
Instrumental Focus,0.00533,7.77e-06,0.0839,64
Instrumental Focus,0.023,1.99e-06,0.0332,62
Instrumental Focus,0.00357,0.000253,0.0442,60
Acoustic Instrumental,0.000226,2.14e-05,0.232,57
Acoustic Instrumental,0.0272,1.02e-06,0.225,59
Instrumental Focus,0.0446,0.001,0.0526,58
Instrumental Focus,0.00125,1.07e-05,0.0494,56
Instrumental Focus,0.0135,1.59e-06,0.085,53
Acoustic Instrumental,0.0155,4.4e-06,0.262,50
Acoustic Instrumental,0.0866,1.55e-05,0.28,49
Instrumental Focus,0.000183,3.94e-05,0.0321,48
Acoustic Instrumental,0.00223,1.03e-05,0.162,48
Acoustic Instrumental,0.00258,3.55e-06,0.208,47
Instrumental Focus,0.00148,0.0028,0.086,43
Instrumental Focus,0.000741,0.000119,0.0411,35
Instrumental Focus,0.000742,0.000152,0.0378,28
Acoustic Instrumental,0.0992,2.54e-06,0.241,58
Instrumental Focus,0.000907,0.000209,0.0702,65
Instrumental Focus,0.0418,0.00152,0.0893,59
Instrumental Focus,0.00405,6.31e-06,0.111,55
Acoustic Instrumental,0.0532,0.772,0.0895,54
Acoustic Instrumental,0.696,1.67e-05,0.079,42
Instrumental Focus,0.000656,0.00128,0.0532,35
Acoustic Instrumental,0.0118,1.66e-06,0.47,67
Acoustic Instrumental,0.0104,6.32e-06,0.16,62
Acoustic Instrumental,0.0405,2.39e-06,0.163,56
Acoustic Instrumental,0.494,0.762,0.319,54
Acoustic Instrumental,0.822,0.0993,0.0406,43
Instrumental Focus,0.0717,1.08e-05,0.0471,28
Instrumental Focus,0.00063,0.000529,0.0353,40
Instrumental Focus,0.248,0.000294,0.0374,28
Instrumental Focus,0.000432,2.11e-05,0.037,26
Instrumental Focus,0.0717,1.08e-05,0.0471,86
Instrumental Focus,0.0392,4.39e-06,0.0465,73
Instrumental Focus,0.0546,0.00389,0.0326,75
Acoustic Instrumental,0.66,0.000163,0.0298,69
Acoustic Instrumental,0.547,1.21e-06,0.158,66
Instrumental Focus,0.199,0.00282,0.0443,64
Instrumental Focus,0.112,1.01e-06,0.0416,61
Acoustic Instrumental,0.751,6.97e-05,0.0286,55
Instrumental Focus,0.072,9.58e-06,0.0463,50
Instrumental Focus,0.181,0.00135,0.0846,53
Instrumental Focus,0.00686,2.14e-06,0.0429,52
Acoustic Instrumental,0.0229,0.000212,0.332,51
Instrumental Focus,0.0717,1.08e-05,0.0471,47
Instrumental Focus,0.0528,0.00375,0.0326,39
Instrumental Focus,0.0312,0.00122,0.0595,42
Instrumental Focus,0.036,4.58e-06,0.0524,36
Instrumental Focus,0.0546,0.00389,0.0326,42
Instrumental Focus,0.0497,0.0546,0.0783,39
Instrumental Focus,0.0392,4.39e-06,0.0465,41
Instrumental Focus,0.125,0.00698,0.103,39
Instrumental Focus,0.199,0.00282,0.0443,39
Acoustic Instrumental,0.66,0.000163,0.0298,36
Instrumental Focus,0.112,1.01e-06,0.0416,35
Acoustic Instrumental,0.547,1.21e-06,0.158,36
Instrumental Focus,0.27,0.0605,0.0322,43
Instrumental Focus,0.072,9.58e-06,0.0463,29
Acoustic Instrumental,0.689,0.000184,0.0299,27
Acoustic Instrumental,0.0119,1.8e-05,0.221,30
Acoustic Instrumental,0.751,6.97e-05,0.0286,33
Instrumental Focus,0.0402,0.0164,0.0298,29
Instrumental Focus,0.0528,0.00375,0.0326,27
Instrumental Focus,0.198,0.000236,0.0564,27
Acoustic Instrumental,0.904,0.000877,0.0431,33
Instrumental Focus,0.0238,0.0315,0.0563,29
Instrumental Focus,0.0509,1.94e-06,0.0621,77
Instrumental Focus,0.0447,2.98e-06,0.0603,49
Acoustic Instrumental,0.939,9.65e-06,0.031,41
Instrumental Focus,0.006,0.00372,0.055,42
Instrumental Focus,0.00109,0.000208,0.127,41
Acoustic Instrumental,0.939,8.97e-06,0.031,43
Instrumental Focus,0.000898,0.000142,0.0642,35
Acoustic Instrumental,0.945,6.12e-05,0.0283,53
Acoustic Instrumental,0.945,6.12e-05,0.0283,31
Instrumental Focus,0.000821,0.00031,0.0445,39
Instrumental Focus,0.0379,0.0165,0.111,26
Acoustic Instrumental,0.945,6.12e-05,0.0283,73
Acoustic Instrumental,0.945,6.12e-05,0.0283,66
Instrumental Focus,0.025,0.00138,0.0383,64
Instrumental Focus,0.00201,0.0204,0.0916,58
Acoustic Instrumental,0.945,6.12e-05,0.0283,44
Acoustic Instrumental,0.503,2.44e-05,0.0425,53
Acoustic Instrumental,0.945,6.12e-05,0.0283,52
Acoustic Instrumental,0.229,0.00706,0.25,44
Instrumental Focus,0.362,4.14e-05,0.0987,43
Instrumental Focus,0.00117,0.000581,0.0572,46
Instrumental Focus,0.0371,3.14e-05,0.0444,52
Instrumental Focus,0.014,0.00125,0.137,42
Acoustic Instrumental,0.945,6.12e-05,0.0283,69
Instrumental Focus,0.32,0.000227,0.0529,45
Instrumental Focus,0.000924,1.43e-05,0.0369,42
Instrumental Focus,0.00304,0.000134,0.122,40
Instrumental Focus,0.0748,0.000454,0.0579,41
Instrumental Focus,0.00216,0.147,0.0829,33
Instrumental Focus,0.045,4.07e-06,0.0473,40
Acoustic Instrumental,0.497,3.13e-05,0.04,32
Instrumental Focus,0.00503,0.00011,0.0773,37
Instrumental Focus,0.00244,0.000572,0.0317,37
Instrumental Focus,0.014,0.00125,0.137,26
Instrumental Focus,0.000283,0.0735,0.0393,27
Acoustic Instrumental,0.00441,0.000453,0.33,31
Instrumental Focus,0.000267,7.47e-05,0.0344,31
Instrumental Focus,0.025,0.00138,0.0383,35
Instrumental Focus,0.00714,0.391,0.0607,27
Instrumental Focus,0.00121,0.00827,0.0403,32
Instrumental Focus,0.00201,0.0204,0.0916,31
Instrumental Focus,0.362,4.14e-05,0.0987,35
Instrumental Focus,0.014,0.00125,0.137,33
Acoustic Instrumental,0.229,0.00706,0.25,34
Instrumental Focus,0.025,0.00138,0.0383,85
Acoustic Instrumental,0.503,2.44e-05,0.0425,76
Instrumental Focus,0.00201,0.0204,0.0916,76
Instrumental Focus,0.0371,3.14e-05,0.0444,69
Instrumental Focus,0.025,0.00138,0.0383,80
Instrumental Focus,0.32,0.000227,0.0529,60
Instrumental Focus,0.00201,0.0204,0.0916,72
Instrumental Focus,0.00118,0.000569,0.0576,49
Instrumental Focus,0.00117,0.000581,0.0572,45
Instrumental Focus,0.0748,0.000454,0.0579,45
Instrumental Focus,0.00304,0.000134,0.122,42
Acoustic Instrumental,0.497,3.13e-05,0.04,39
Instrumental Focus,0.0332,1.34e-05,0.0544,38
Instrumental Focus,0.00304,0.000134,0.122,40
Instrumental Focus,0.00503,0.00011,0.0773,41
Instrumental Focus,0.00022,0.298,0.0482,37
Instrumental Focus,0.00244,0.000572,0.0317,40
Instrumental Focus,0.0748,0.000454,0.0579,41
Instrumental Focus,0.344,0.000204,0.0679,30
Instrumental Focus,0.00503,0.00011,0.0773,36
Acoustic Instrumental,0.0359,0.526,0.0932,27
Instrumental Focus,0.00244,0.000572,0.0317,35
Instrumental Focus,0.000819,2.55e-06,0.0513,27
Instrumental Focus,0.00185,0.0581,0.0466,27
Instrumental Focus,0.112,1.71e-05,0.0429,85
Instrumental Focus,0.0105,0.000125,0.0411,83
Instrumental Focus,0.102,1.72e-05,0.0409,58
Instrumental Focus,0.0113,0.00016,0.0419,58
Instrumental Focus,0.113,1.22e-05,0.0426,53
Instrumental Focus,0.0113,0.00016,0.0419,51
Instrumental Focus,0.0481,3.08e-06,0.149,46
Instrumental Focus,0.171,1.87e-06,0.0386,36
Instrumental Focus,0.221,1.35e-06,0.0373,42
Instrumental Focus,0.0378,3.94e-05,0.0374,41
Instrumental Focus,0.045,3.32e-06,0.147,30
Instrumental Focus,0.0179,0.000179,0.0387,39
Instrumental Focus,0.235,1.36e-06,0.0379,29
Instrumental Focus,0.045,3.32e-06,0.147,28
Instrumental Focus,0.0031,0.00513,0.0487,26
Instrumental Focus,0.0157,0.00382,0.0543,28
Instrumental Focus,0.00206,0.154,0.0554,26
Acoustic Instrumental,0.541,0.000176,0.0818,70
Instrumental Focus,0.00117,0.000313,0.0383,47
Instrumental Focus,0.0291,0.000325,0.0339,42
Instrumental Focus,0.00989,0.000659,0.0468,42
Instrumental Focus,0.000938,0.000175,0.0578,39
Instrumental Focus,9.33e-05,7.12e-06,0.0592,40
Acoustic Instrumental,0.542,0.000177,0.0819,32
Acoustic Instrumental,0.000666,0.00925,0.335,31
Instrumental Focus,0.0336,6.92e-05,0.0643,83
Instrumental Focus,0.000282,0.000139,0.0311,78
Instrumental Focus,0.00101,0.129,0.0349,72
Instrumental Focus,0.00321,4.92e-05,0.0533,67
Instrumental Focus,0.0142,0.119,0.06,47
Acoustic Instrumental,0.103,0.000221,0.165,45
Acoustic Instrumental,0.361,1.05e-06,0.0435,38
Acoustic Instrumental,0.88,1.23e-05,0.0402,35
Acoustic Instrumental,0.813,0.000263,0.0301,33
Acoustic Instrumental,0.389,3.1e-06,0.0416,32
Acoustic Instrumental,0.371,1.54e-05,0.0323,31
Acoustic Instrumental,0.864,7.62e-05,0.0463,31
Acoustic Instrumental,0.89,0.000246,0.0333,30
Acoustic Instrumental,0.654,0.000424,0.0297,40
Instrumental Focus,0.0501,3.51e-06,0.0335,30
Acoustic Instrumental,0.83,0.00062,0.0271,31
Instrumental Focus,0.0911,4.92e-05,0.0311,28
Acoustic Instrumental,0.456,0.0175,0.047,27
Acoustic Instrumental,0.588,2.05e-05,0.0348,44
Acoustic Instrumental,0.802,8.86e-05,0.0308,43
Acoustic Instrumental,0.884,4.45e-05,0.0388,43
Acoustic Instrumental,0.869,0.000855,0.0411,36
Acoustic Instrumental,0.772,0.00124,0.0317,36
Acoustic Instrumental,0.675,1.13e-05,0.0503,34
Acoustic Instrumental,0.852,0.000746,0.0411,31
Acoustic Instrumental,0.875,0.00028,0.0345,32
Acoustic Instrumental,0.858,3.98e-05,0.0412,29
Instrumental Focus,0.0947,8.62e-05,0.0283,47
Acoustic Instrumental,0.91,0.00252,0.0296,37
Acoustic Instrumental,0.652,0.0683,0.035,32
Instrumental Focus,0.25,5.63e-05,0.0261,31
Instrumental Focus,0.104,2.16e-06,0.0486,26
Acoustic Instrumental,0.616,0.0114,0.0286,64
Instrumental Focus,0.155,9.06e-05,0.029,54
Acoustic Instrumental,0.616,0.0114,0.0286,50
Acoustic Instrumental,0.896,1.92e-05,0.0373,54
Instrumental Focus,0.0264,3.52e-05,0.0268,53
Instrumental Focus,0.0733,0.104,0.0246,49
Instrumental Focus,0.073,0.00405,0.0371,50
Acoustic Instrumental,0.664,0.000912,0.0336,44
Instrumental Focus,0.197,0.000127,0.0814,39
Acoustic Instrumental,0.715,0.13,0.0311,43
Acoustic Instrumental,0.876,0.00213,0.0387,42
Acoustic Instrumental,0.818,0.0366,0.0346,45
Instrumental Focus,0.0912,2.65e-05,0.027,41
Instrumental Focus,0.277,0.000455,0.0483,39
Acoustic Instrumental,0.525,0.00928,0.0474,33
Acoustic Instrumental,0.78,0.349,0.0323,32
Acoustic Instrumental,0.866,0.000542,0.033,33
Acoustic Instrumental,0.67,3.41e-05,0.0402,32
Acoustic Instrumental,0.513,0.00398,0.0312,35
Acoustic Instrumental,0.767,2.87e-05,0.0442,30
Instrumental Focus,0.228,0.000171,0.0352,32
Acoustic Instrumental,0.617,8.13e-05,0.0376,31
Instrumental Focus,0.331,4.09e-05,0.0388,28
Instrumental Focus,0.00186,1.85e-05,0.0551,35
Instrumental Focus,0.00906,0.000252,0.038,35
Instrumental Focus,0.0534,0.00101,0.0408,27
Instrumental Focus,0.0616,0.00108,0.0443,26
Acoustic Instrumental,0.906,2.21e-06,0.0275,45
Acoustic Instrumental,0.631,0.000375,0.03,40
Acoustic Instrumental,0.777,0.0263,0.0295,38
Acoustic Instrumental,0.783,7.83e-06,0.0345,31
Acoustic Instrumental,0.543,7.6e-05,0.0286,32
Acoustic Instrumental,0.671,0.00364,0.0298,28
Acoustic Instrumental,0.738,0.00102,0.0421,30
Acoustic Instrumental,0.38,0.000695,0.0273,30
Acoustic Instrumental,0.575,0.00023,0.0289,29
Acoustic Instrumental,0.663,0.000102,0.0295,29
Acoustic Instrumental,0.902,9.23e-05,0.0285,26
Acoustic Instrumental,0.581,4.63e-05,0.0348,55
Acoustic Instrumental,0.781,4.79e-06,0.0344,42
Instrumental Focus,0.236,0.00541,0.029,35
Instrumental Focus,0.2,0.00026,0.0406,34
Acoustic Instrumental,0.116,0.000141,0.234,38
Acoustic Instrumental,0.665,1.27e-06,0.0444,29
Instrumental Focus,0.232,7.18e-05,0.0359,28
Instrumental Focus,0.209,6e-06,0.035,28
Instrumental Focus,0.2,2.92e-05,0.0261,28
Acoustic Instrumental,0.512,0.0657,0.0306,26
Instrumental Focus,0.217,3.38e-06,0.0379,45
Acoustic Instrumental,0.712,0.000168,0.0335,46
Acoustic Instrumental,0.548,0.0265,0.0281,41
Instrumental Focus,0.258,1.55e-05,0.0377,40
Acoustic Instrumental,0.689,3.06e-05,0.039,33
Acoustic Instrumental,0.811,2.83e-06,0.0291,31
Acoustic Instrumental,0.796,0.00136,0.0332,31
Acoustic Instrumental,0.481,0.000358,0.0425,30
Instrumental Focus,0.144,0.0081,0.0534,32
Acoustic Instrumental,0.586,1.34e-06,0.0345,67
Acoustic Instrumental,0.886,0.00404,0.03,34
Acoustic Instrumental,0.842,0.000425,0.0389,33
Acoustic Instrumental,0.39,0.000223,0.0357,32
Acoustic Instrumental,0.892,0.000358,0.0309,31
Acoustic Instrumental,0.589,3.35e-06,0.0297,30
Acoustic Instrumental,0.8,9.79e-05,0.0374,29
Acoustic Instrumental,0.466,0.000189,0.0298,28
Acoustic Instrumental,0.0604,8.39e-05,0.2,84
Instrumental Focus,0.0524,1.39e-06,0.0325,86
Instrumental Focus,0.095,2.93e-05,0.106,72
Acoustic Instrumental,0.0571,3.92e-05,0.186,67
Acoustic Instrumental,0.0755,1.29e-05,0.186,58
Instrumental Focus,0.0186,7.35e-06,0.0329,59
Acoustic Instrumental,0.154,6.99e-06,0.28,59
Acoustic Instrumental,0.0306,0.00116,0.191,59
Instrumental Focus,0.00318,1.73e-05,0.033,58
