cluster_name,acousticness,instrumentalness,speechiness,popularity
Acoustic Instrumental,0.0283,1.12e-06,0.165,57
Instrumental Focus,0.0121,6.12e-06,0.0315,57
Instrumental Focus,0.00172,0.000185,0.0707,58
Instrumental Focus,0.00283,0.00322,0.0337,56
Instrumental Focus,0.0993,0.00451,0.0307,55
Instrumental Focus,0.0385,0.000138,0.0305,55
Instrumental Focus,0.173,0.000116,0.0341,54
Instrumental Focus,0.226,1.25e-05,0.078,53
Instrumental Focus,0.000829,0.000135,0.0327,53
Acoustic Instrumental,0.0734,5.9e-05,0.166,50
Instrumental Focus,0.015,0.00218,0.0384,51
Instrumental Focus,0.325,0.179,0.0915,51
Instrumental Focus,0.0347,4.84e-05,0.0854,51
Acoustic Instrumental,0.615,2.78e-05,0.0834,50
Acoustic Instrumental,0.622,0.00011,0.079,49
Acoustic Instrumental,0.00561,0.904,0.0932,48
Acoustic Instrumental,0.0483,3.32e-05,0.212,46
Acoustic Instrumental,0.0238,0.000544,0.157,42
Acoustic Instrumental,0.00505,0.865,0.0962,30
Instrumental Focus,0.0393,2.31e-06,0.0442,29
Instrumental Focus,0.0393,2.31e-06,0.0442,28
Instrumental Focus,0.0393,2.31e-06,0.0442,29
Instrumental Focus,0.0393,2.31e-06,0.0442,28
Instrumental Focus,0.0388,7.27e-05,0.0313,85
Instrumental Focus,0.00096,0.000155,0.0327,76
Instrumental Focus,0.0128,0.00166,0.0368,72
Instrumental Focus,0.0296,3.18e-05,0.113,73
Instrumental Focus,0.000582,0.00206,0.0473,68
Instrumental Focus,0.0203,2.37e-05,0.0737,67
Acoustic Instrumental,0.465,7.58e-05,0.031,64
Instrumental Focus,0.0002,2.2e-05,0.0331,65
Acoustic Instrumental,0.674,5.85e-05,0.037,57
Instrumental Focus,0.0106,2.22e-05,0.0487,58
Acoustic Instrumental,0.679,2.98e-05,0.127,55
Acoustic Instrumental,0.75,0.195,0.0465,54
Acoustic Instrumental,0.109,2.75e-05,0.348,54
Instrumental Focus,0.0312,5.03e-05,0.0784,55
Instrumental Focus,0.0388,7.27e-05,0.0313,54
Instrumental Focus,0.00096,0.000155,0.0327,51
Instrumental Focus,0.000582,0.00206,0.0473,49
Instrumental Focus,0.0128,0.00166,0.0368,50
Instrumental Focus,0.0296,3.18e-05,0.113,49
Instrumental Focus,0.0203,2.37e-05,0.0737,49
Acoustic Instrumental,0.0962,0.000578,0.297,47
Instrumental Focus,0.0269,4.84e-06,0.0956,44
Acoustic Instrumental,0.465,7.58e-05,0.031,47
Acoustic Instrumental,0.0145,0.597,0.0476,45
Acoustic Instrumental,0.674,5.85e-05,0.037,43
Acoustic Instrumental,0.0962,0.000578,0.297,41
Instrumental Focus,0.0388,7.27e-05,0.0313,42
Acoustic Instrumental,0.679,2.98e-05,0.128,42
Acoustic Instrumental,0.477,2.76e-05,0.0329,41
Acoustic Instrumental,0.465,7.58e-05,0.031,40
Instrumental Focus,0.0102,2.15e-05,0.0488,42
Instrumental Focus,0.0312,5.03e-05,0.0784,43
Acoustic Instrumental,0.109,2.75e-05,0.348,41
Acoustic Instrumental,0.477,2.76e-05,0.0329,42
Acoustic Instrumental,0.586,0.00167,0.0375,41
Instrumental Focus,0.00096,0.000155,0.0327,38
Acoustic Instrumental,0.75,0.195,0.0465,40
Acoustic Instrumental,0.0145,0.597,0.0476,43
Acoustic Instrumental,0.0924,3.73e-05,0.271,38
Instrumental Focus,0.000582,0.00206,0.0473,32
Instrumental Focus,0.0203,2.37e-05,0.0737,32
Instrumental Focus,0.0128,0.00166,0.0368,34
Acoustic Instrumental,0.359,0.313,0.0259,34
Instrumental Focus,0.0388,7.27e-05,0.0313,38
Instrumental Focus,0.0128,0.00166,0.0368,33
Acoustic Instrumental,0.515,0.00421,0.0375,33
Instrumental Focus,0.00096,0.000155,0.0327,34
Instrumental Focus,0.000582,0.00206,0.0473,32
Instrumental Focus,0.0203,2.37e-05,0.0737,31
Instrumental Focus,0.0296,3.18e-05,0.113,32
Acoustic Instrumental,0.121,1.82e-06,0.356,31
Instrumental Focus,0.0388,7.27e-05,0.0313,32
Acoustic Instrumental,0.465,7.58e-05,0.031,28
Instrumental Focus,0.00096,0.000155,0.0327,26
Acoustic Instrumental,0.674,5.85e-05,0.037,27
Instrumental Focus,0.0388,7.27e-05,0.0313,29
Acoustic Instrumental,0.137,8.47e-06,0.275,27
Acoustic Instrumental,0.137,8.47e-06,0.275,26
Instrumental Focus,0.0215,2.44e-05,0.0325,80
Instrumental Focus,0.0867,2.41e-05,0.0886,75
Instrumental Focus,0.0107,2.18e-05,0.0484,65
Instrumental Focus,0.0106,2.22e-05,0.0487,58
Acoustic Instrumental,0.34,1.12e-06,0.0363,43
Acoustic Instrumental,0.137,8.47e-06,0.275,47
Instrumental Focus,0.0194,1.42e-06,0.128,47
Instrumental Focus,0.00963,5.29e-06,0.0313,45
Instrumental Focus,0.00154,0.000138,0.0597,47
Instrumental Focus,0.0216,2.05e-05,0.0308,48
Instrumental Focus,0.0078,5.83e-06,0.0342,37
Instrumental Focus,0.00248,6.24e-05,0.033,47
Instrumental Focus,0.0863,2.42e-05,0.0856,42
Instrumental Focus,0.0772,0.00661,0.0316,45
Instrumental Focus,0.0118,0.00237,0.0384,41
Acoustic Instrumental,0.134,3.24e-06,0.28,33
Acoustic Instrumental,0.00377,0.783,0.0514,30
Instrumental Focus,0.00157,0.000141,0.0592,26
Instrumental Focus,0.00146,9.54e-05,0.0598,91
Instrumental Focus,0.0212,1.24e-05,0.0309,87
Instrumental Focus,0.0236,1.01e-06,0.15,82
Instrumental Focus,0.0811,0.00604,0.0305,83
Instrumental Focus,0.0215,2.44e-05,0.0325,82
Instrumental Focus,0.00285,8.1e-05,0.0346,78
Instrumental Focus,0.0456,0.00316,0.0593,67
Acoustic Instrumental,0.612,0.0448,0.0729,68
Instrumental Focus,0.033,0.111,0.0641,66
Instrumental Focus,0.052,5.46e-05,0.132,66
Instrumental Focus,0.0909,8.83e-05,0.0707,66
Instrumental Focus,0.162,6.88e-05,0.137,64
Instrumental Focus,0.0323,0.000224,0.0314,63
Acoustic Instrumental,0.423,2.9e-05,0.0374,63
Instrumental Focus,0.00518,0.000127,0.0319,63
Instrumental Focus,0.115,0.000132,0.0851,61
Instrumental Focus,0.00253,0.0437,0.0352,60
Instrumental Focus,0.0212,1.24e-05,0.0309,58
Instrumental Focus,0.00152,0.00015,0.0547,62
Instrumental Focus,0.00253,0.0437,0.0352,56
Instrumental Focus,0.0281,1.18e-06,0.0774,48
Acoustic Instrumental,0.841,9.33e-05,0.0373,52
Instrumental Focus,0.115,0.000132,0.0851,54
Instrumental Focus,0.0784,0.00772,0.0304,54
Instrumental Focus,0.0222,2.19e-05,0.0308,59
Instrumental Focus,0.0187,1.36e-06,0.132,51
Instrumental Focus,0.0133,4.62e-05,0.0618,56
Instrumental Focus,0.0337,0.107,0.0551,49
Instrumental Focus,0.0222,2.19e-05,0.0308,49
Acoustic Instrumental,0.614,0.0483,0.0774,48
Instrumental Focus,0.00229,9.46e-05,0.0366,49
Instrumental Focus,0.0476,0.00269,0.0567,48
Instrumental Focus,0.00255,7.89e-05,0.0331,49
Instrumental Focus,0.0514,0.000121,0.124,48
Instrumental Focus,0.00153,0.000152,0.0557,48
Instrumental Focus,0.00153,0.000152,0.0557,48
Instrumental Focus,0.0215,2.44e-05,0.0325,49
Instrumental Focus,0.0911,9.32e-05,0.065,48
Acoustic Instrumental,0.841,9.33e-05,0.0373,45
Instrumental Focus,0.0313,0.00018,0.0301,46
Instrumental Focus,0.166,6.47e-05,0.114,46
Instrumental Focus,0.00285,8.1e-05,0.0346,43
Instrumental Focus,0.0187,1.36e-06,0.132,45
Acoustic Instrumental,0.444,4.44e-05,0.0357,46
Instrumental Focus,0.0784,0.00772,0.0304,46
Instrumental Focus,0.062,0.00595,0.0427,38
Instrumental Focus,0.0337,0.107,0.0551,42
Acoustic Instrumental,0.614,0.0483,0.0774,43
Acoustic Instrumental,0.426,0.161,0.0494,47
Instrumental Focus,0.359,0.000316,0.111,44
Instrumental Focus,0.0476,0.00269,0.0568,42
Instrumental Focus,0.0911,9.32e-05,0.065,42
Instrumental Focus,0.00255,7.89e-05,0.0331,42
Instrumental Focus,0.166,6.47e-05,0.114,42
Instrumental Focus,0.0313,0.00018,0.0301,40
Instrumental Focus,0.0514,0.000121,0.124,41
Acoustic Instrumental,0.444,4.44e-05,0.0357,40
Instrumental Focus,0.00961,8.19e-05,0.0665,42
Instrumental Focus,0.00146,9.59e-05,0.0592,38
Instrumental Focus,0.00253,0.0437,0.0352,35
Acoustic Instrumental,0.000625,0.812,0.0361,39
Instrumental Focus,0.115,0.000132,0.0851,32
Instrumental Focus,0.00255,7.89e-05,0.0331,34
Instrumental Focus,0.278,3.38e-05,0.0524,37
Instrumental Focus,0.0909,8.83e-05,0.0704,32
Instrumental Focus,0.115,0.000132,0.0851,34
Instrumental Focus,0.0815,0.00615,0.0303,33
Instrumental Focus,0.0222,2.19e-05,0.0308,29
Acoustic Instrumental,0.614,0.0633,0.0629,30
Instrumental Focus,0.00159,0.000159,0.0607,31
Instrumental Focus,0.033,0.111,0.0641,30
Instrumental Focus,0.00965,8.1e-05,0.066,34
Acoustic Instrumental,0.362,0.000311,0.164,37
Instrumental Focus,0.052,5.46e-05,0.132,29
Instrumental Focus,0.0295,2.31e-06,0.065,27
Acoustic Instrumental,0.000644,0.812,0.0358,36
Acoustic Instrumental,0.841,9.33e-05,0.0373,30
Instrumental Focus,0.175,0.000169,0.0964,26
Instrumental Focus,0.00253,0.0437,0.0352,26
Instrumental Focus,0.0222,2.19e-05,0.0308,28
Instrumental Focus,0.0784,0.00772,0.0308,26
Instrumental Focus,0.142,0.000162,0.0338,85
Acoustic Instrumental,0.596,0.000573,0.064,72
Acoustic Instrumental,0.263,0.00261,0.149,72
Instrumental Focus,0.0762,2.17e-05,0.093,69
Acoustic Instrumental,0.61,1.42e-05,0.0581,69
Acoustic Instrumental,0.915,0.00252,0.0344,65
Instrumental Focus,0.0762,2.17e-05,0.093,43
Instrumental Focus,0.137,0.000157,0.0337,42
Acoustic Instrumental,0.602,1.52e-05,0.0611,32
Instrumental Focus,0.249,0.00372,0.0876,32
Acoustic Instrumental,0.922,0.00617,0.0353,27
Acoustic Instrumental,0.596,0.00062,0.0655,29
Acoustic Instrumental,0.141,6.35e-06,0.276,91
Instrumental Focus,0.353,0.0923,0.0772,86
Instrumental Focus,0.189,2.31e-05,0.105,80
Instrumental Focus,0.351,0.191,0.124,77
Instrumental Focus,0.0324,3.37e-05,0.0746,68
Instrumental Focus,0.0155,9.6e-06,0.0533,68
Instrumental Focus,0.0431,8.71e-06,0.0755,67
Acoustic Instrumental,0.688,0.000182,0.124,64
Acoustic Instrumental,0.421,0.000202,0.074,63
Acoustic Instrumental,0.134,3.86e-06,0.281,61
Instrumental Focus,0.0431,8.65e-06,0.0755,62
Instrumental Focus,0.0155,9.6e-06,0.0533,60
Instrumental Focus,0.0324,3.62e-05,0.0744,53
Instrumental Focus,0.207,1.26e-06,0.0912,52
Instrumental Focus,0.191,1.24e-05,0.0531,48
Instrumental Focus,0.16,1.72e-06,0.0804,50
Acoustic Instrumental,0.726,8.17e-05,0.117,35
Acoustic Instrumental,0.461,0.00112,0.0559,35
Acoustic Instrumental,0.443,0.000217,0.0398,66
Instrumental Focus,0.131,0.00654,0.0569,66
Instrumental Focus,0.116,1.03e-05,0.0747,62
Instrumental Focus,0.0355,0.000599,0.053,61
Instrumental Focus,0.0743,2.5e-06,0.0627,55
Instrumental Focus,0.112,0.244,0.0433,50
Instrumental Focus,0.00791,2.84e-05,0.107,52
Acoustic Instrumental,0.355,0.0018,0.0677,47
Acoustic Instrumental,0.441,0.00022,0.0398,29
Instrumental Focus,0.131,0.00625,0.0574,31
Instrumental Focus,0.0309,0.000801,0.0496,28
Instrumental Focus,0.114,1.1e-05,0.0752,26
Acoustic Instrumental,0.472,5.52e-06,0.0283,30
Instrumental Focus,0.101,0.00174,0.0402,43
Instrumental Focus,0.00107,0.00614,0.0502,26
Instrumental Focus,0.109,0.23,0.0452,48
Acoustic Instrumental,0.366,2.54e-06,0.0369,48
Instrumental Focus,0.0355,3.43e-05,0.0397,47
Instrumental Focus,0.0664,0.177,0.0435,47
Instrumental Focus,0.159,0.000553,0.0688,47
Instrumental Focus,0.163,0.000322,0.0618,47
Instrumental Focus,0.0355,3.42e-05,0.0394,55
Instrumental Focus,0.151,0.000583,0.0681,54
Instrumental Focus,0.109,0.237,0.0453,55
Instrumental Focus,0.16,0.000156,0.0514,47
Instrumental Focus,0.162,0.000334,0.0615,55
Acoustic Instrumental,0.361,2.67e-06,0.0369,54
Instrumental Focus,0.0668,0.175,0.0435,54
Instrumental Focus,0.16,0.000156,0.0514,54
Instrumental Focus,0.258,3.64e-05,0.0268,42
Instrumental Focus,0.00262,9.63e-06,0.0534,29
Instrumental Focus,0.108,0.236,0.0454,28
Instrumental Focus,0.0671,0.194,0.0413,28
Acoustic Instrumental,0.592,0.000111,0.0376,60
Instrumental Focus,0.269,4.03e-05,0.0348,62
Instrumental Focus,0.159,6.37e-06,0.0483,57
Acoustic Instrumental,0.359,7.75e-06,0.0484,56
Acoustic Instrumental,0.836,0.000462,0.0501,54
Instrumental Focus,0.0028,0.002,0.0352,56
Instrumental Focus,0.00984,3.27e-06,0.0313,50
Acoustic Instrumental,0.462,0.0211,0.0689,53
Instrumental Focus,0.0202,8.87e-06,0.0341,54
Instrumental Focus,0.126,0.000863,0.036,51
Acoustic Instrumental,0.645,0.000126,0.058,52
Acoustic Instrumental,0.487,7.41e-06,0.0494,50
Instrumental Focus,0.00316,0.00274,0.0274,50
Acoustic Instrumental,0.47,0.000722,0.0759,49
Instrumental Focus,0.312,0.0271,0.0378,49
Acoustic Instrumental,0.431,0.000199,0.0566,47
Instrumental Focus,0.0838,6.56e-05,0.0987,48
Instrumental Focus,0.274,0.0028,0.0302,48
Acoustic Instrumental,0.524,0.0697,0.0939,46
Acoustic Instrumental,0.539,4.1e-05,0.0316,46
Acoustic Instrumental,0.466,0.000326,0.103,45
Acoustic Instrumental,0.425,1.69e-05,0.0438,45
Acoustic Instrumental,0.812,9.32e-06,0.0436,44
Instrumental Focus,0.0129,0.000183,0.0617,44
Acoustic Instrumental,0.535,6.55e-06,0.0734,43
Acoustic Instrumental,0.75,0.000194,0.121,43
Acoustic Instrumental,0.972,0.000528,0.0409,43
Instrumental Focus,0.303,2.41e-05,0.0353,75
Instrumental Focus,0.00237,0.0036,0.0342,77
Instrumental Focus,0.143,4.46e-06,0.0441,73
Acoustic Instrumental,0.505,0.0139,0.0854,73
Instrumental Focus,0.0217,8.47e-06,0.032,71
Acoustic Instrumental,0.59,9.51e-05,0.0502,67
Instrumental Focus,0.129,0.000755,0.0363,60
Acoustic Instrumental,0.49,0.00049,0.0921,59
Instrumental Focus,0.0598,2.93e-05,0.0992,58
Instrumental Focus,0.205,0.000841,0.03,57
Acoustic Instrumental,0.419,0.000272,0.0549,56
Acoustic Instrumental,0.459,9.4e-06,0.0357,56
Instrumental Focus,0.267,0.0284,0.0393,56
Instrumental Focus,0.00294,0.00148,0.0269,54
Acoustic Instrumental,0.824,9.05e-06,0.0403,54
Acoustic Instrumental,0.536,5.29e-05,0.0317,54
Acoustic Instrumental,0.398,1.64e-05,0.0439,52
Acoustic Instrumental,0.476,0.0263,0.0501,52
Acoustic Instrumental,0.555,5.59e-06,0.0655,51
Acoustic Instrumental,0.974,0.000273,0.0388,52
Acoustic Instrumental,0.737,0.000181,0.0892,51
Acoustic Instrumental,0.425,0.000232,0.091,50
Instrumental Focus,0.0128,0.000152,0.063,49
Acoustic Instrumental,0.578,0.00168,0.0399,49
Acoustic Instrumental,0.623,0.00047,0.029,47
Acoustic Instrumental,0.578,0.00157,0.0357,47
Acoustic Instrumental,0.835,8.05e-06,0.0475,45
Instrumental Focus,0.0354,0.0158,0.11,38
Instrumental Focus,0.175,1.23e-06,0.0581,51
Acoustic Instrumental,0.785,0.00154,0.0293,49
Acoustic Instrumental,0.346,1.05e-06,0.0522,47
Acoustic Instrumental,0.415,2.01e-05,0.05,47
Acoustic Instrumental,0.829,4.23e-05,0.0284,31
Acoustic Instrumental,0.639,1.13e-06,0.0366,31
Acoustic Instrumental,0.883,0.00697,0.0379,29
Acoustic Instrumental,0.591,0.0139,0.0642,55
Acoustic Instrumental,0.591,0.0139,0.0642,36
Acoustic Instrumental,0.908,3e-05,0.0288,40
Acoustic Instrumental,0.829,0.0113,0.0384,37
Instrumental Focus,0.21,1.23e-06,0.0323,45
Acoustic Instrumental,0.945,0.0716,0.0318,35
Instrumental Focus,0.0399,0.000317,0.0308,52
Acoustic Instrumental,0.157,1.24e-05,0.23,31
Acoustic Instrumental,0.893,1.14e-05,0.0323,28
Instrumental Focus,0.328,1.77e-05,0.105,31
Acoustic Instrumental,0.973,0.000335,0.0344,30
Instrumental Focus,0.0137,0.00109,0.0812,26
Acoustic Instrumental,0.431,0.000667,0.0557,38
Acoustic Instrumental,0.663,0.000156,0.0426,50
Acoustic Instrumental,0.747,2.67e-05,0.0381,32
Acoustic Instrumental,0.885,7.33e-06,0.0327,40
Instrumental Focus,0.0424,0.000129,0.0381,26
Acoustic Instrumental,0.829,2.82e-06,0.0287,28
Instrumental Focus,0.236,0.0137,0.0404,32
Acoustic Instrumental,0.645,2.94e-05,0.0625,36
Acoustic Instrumental,0.52,0.000425,0.0387,40
Instrumental Focus,0.295,0.00672,0.0362,45
Acoustic Instrumental,0.463,1.27e-05,0.0414,35
Acoustic Instrumental,0.588,0.00115,0.112,43
Acoustic Instrumental,0.838,0.000163,0.0273,50
Instrumental Focus,0.194,0.0017,0.121,44
Acoustic Instrumental,0.837,0.00012,0.0285,41
Acoustic Instrumental,0.588,0.00115,0.112,27
Acoustic Instrumental,0.137,0.0213,0.219,26
Acoustic Instrumental,0.831,0.0149,0.0396,31
Acoustic Instrumental,0.659,0.000116,0.167,59
Acoustic Instrumental,0.544,0.0047,0.0764,56
Acoustic Instrumental,0.931,0.235,0.0406,39
Acoustic Instrumental,0.729,0.0523,0.0326,32
Acoustic Instrumental,0.612,7.56e-06,0.0481,29
Acoustic Instrumental,0.931,0.235,0.0406,26
Acoustic Instrumental,0.846,7.08e-05,0.0611,28
Acoustic Instrumental,0.728,0.052,0.0326,27
Acoustic Instrumental,0.797,2.33e-05,0.032,27
Acoustic Instrumental,0.83,6.15e-06,0.0344,26
Instrumental Focus,0.0235,2.03e-06,0.0958,50
Acoustic Instrumental,0.607,0.00125,0.0346,57
Acoustic Instrumental,0.962,2.49e-05,0.0353,48
Instrumental Focus,0.335,1.69e-06,0.0791,37
Acoustic Instrumental,0.48,0.00291,0.0325,28
Instrumental Focus,0.0235,2.03e-06,0.0958,38
Acoustic Instrumental,0.804,2.78e-05,0.0278,36
Acoustic Instrumental,0.883,0.00309,0.0326,26
Instrumental Focus,0.183,0.000422,0.0302,32
Acoustic Instrumental,0.916,0.000581,0.0327,37
Acoustic Instrumental,0.858,4e-05,0.0333,28
Acoustic Instrumental,0.436,2.15e-06,0.159,57
Instrumental Focus,0.0491,5.73e-06,0.0661,52
Acoustic Instrumental,0.703,0.000203,0.0289,53
Acoustic Instrumental,0.654,0.000361,0.0947,46
Acoustic Instrumental,0.766,0.000377,0.0362,44
Acoustic Instrumental,0.766,0.000136,0.029,35
Acoustic Instrumental,0.7,8.95e-05,0.0323,44
Instrumental Focus,0.211,1.41e-06,0.0392,45
Acoustic Instrumental,0.698,0.0216,0.0295,32
Acoustic Instrumental,0.706,0.000868,0.0459,33
Acoustic Instrumental,0.492,1.16e-06,0.121,37
Instrumental Focus,0.257,2.74e-06,0.049,47
Acoustic Instrumental,0.387,2.26e-06,0.037,38
Instrumental Focus,0.0491,5.73e-06,0.0661,34
Acoustic Instrumental,0.8,1.28e-06,0.0431,37
Instrumental Focus,0.0491,5.73e-06,0.0661,32
Acoustic Instrumental,0.851,0.000955,0.0409,35
Acoustic Instrumental,0.39,5.6e-06,0.0409,45
Acoustic Instrumental,0.83,7.37e-06,0.0354,29
Acoustic Instrumental,0.519,3.12e-06,0.0341,31
Acoustic Instrumental,0.479,0.00586,0.0903,40
Acoustic Instrumental,0.808,2.92e-05,0.0429,28
Acoustic Instrumental,0.453,4.97e-06,0.0904,32
Acoustic Instrumental,0.657,0.00764,0.0345,33
Instrumental Focus,0.211,1.41e-06,0.0392,28
Acoustic Instrumental,0.708,7.86e-06,0.0557,30
Acoustic Instrumental,0.766,0.000136,0.029,59
Acoustic Instrumental,0.814,4.25e-06,0.0407,39
Acoustic Instrumental,0.766,0.000377,0.0362,32
Acoustic Instrumental,0.897,2.29e-05,0.0353,45
Acoustic Instrumental,0.992,0.00685,0.0393,29
Acoustic Instrumental,0.766,0.000136,0.029,39
Acoustic Instrumental,0.703,0.000203,0.0289,28
Acoustic Instrumental,0.479,0.00586,0.0903,34
Acoustic Instrumental,0.799,9.76e-05,0.0288,29
Acoustic Instrumental,0.384,3.8e-05,0.0274,30
Acoustic Instrumental,0.613,0.00141,0.0364,50
Instrumental Focus,0.318,0.00114,0.0326,44
Acoustic Instrumental,0.557,2.14e-05,0.0305,39
Acoustic Instrumental,0.696,0.0243,0.0304,49
Acoustic Instrumental,0.953,0.0167,0.0321,34
Instrumental Focus,0.208,9.15e-06,0.137,39
Acoustic Instrumental,0.388,1.87e-06,0.0371,39
Acoustic Instrumental,0.842,0.0184,0.0278,28
Acoustic Instrumental,0.767,9.45e-05,0.0557,33
Acoustic Instrumental,0.784,2.85e-05,0.0374,35
Acoustic Instrumental,0.331,0.00306,0.222,28
Acoustic Instrumental,0.58,1.31e-06,0.0319,26
Instrumental Focus,0.189,0.0019,0.0426,47
Acoustic Instrumental,0.88,6.09e-05,0.0467,54
Acoustic Instrumental,0.663,0.000123,0.0438,41
Acoustic Instrumental,0.667,4.78e-06,0.0408,45
Acoustic Instrumental,0.663,0.000159,0.0417,50
Acoustic Instrumental,0.875,1.81e-05,0.0379,43
Acoustic Instrumental,0.827,0.000898,0.0277,39
Acoustic Instrumental,0.7,2.49e-06,0.0321,32
Acoustic Instrumental,0.466,4.93e-06,0.0873,37
Acoustic Instrumental,0.481,0.000419,0.0436,38
Instrumental Focus,0.263,2.48e-06,0.0728,31
Acoustic Instrumental,0.661,7.23e-05,0.0709,26
Acoustic Instrumental,0.768,1e-05,0.0442,26
Acoustic Instrumental,0.601,9.01e-05,0.0575,47
Acoustic Instrumental,0.527,3.24e-06,0.06,38
Acoustic Instrumental,0.565,2.43e-05,0.0305,35
Acoustic Instrumental,0.519,0.00123,0.0451,41
Acoustic Instrumental,0.545,0.000304,0.0606,34
Acoustic Instrumental,0.628,6.97e-05,0.0333,29
Instrumental Focus,0.289,0.0064,0.133,65
Acoustic Instrumental,0.703,0.000203,0.0289,64
Acoustic Instrumental,0.564,3.91e-05,0.133,45
Acoustic Instrumental,0.562,0.000171,0.442,38
Acoustic Instrumental,0.68,4.26e-06,0.0371,49
Instrumental Focus,0.213,4.41e-05,0.0629,26
Acoustic Instrumental,0.68,4.26e-06,0.0371,43
Acoustic Instrumental,0.491,3.9e-05,0.102,28
Acoustic Instrumental,0.754,0.0282,0.13,46
Acoustic Instrumental,0.659,9.69e-06,0.0319,56
Acoustic Instrumental,0.952,0.0897,0.0386,40
Acoustic Instrumental,0.688,4.66e-06,0.0928,34
Acoustic Instrumental,0.745,1.57e-05,0.0259,34
Acoustic Instrumental,0.461,0.000105,0.0406,37
Acoustic Instrumental,0.421,9.92e-06,0.0683,45
Acoustic Instrumental,0.574,5.29e-06,0.0654,64
Acoustic Instrumental,0.634,0.0143,0.0527,53
Acoustic Instrumental,0.481,2.68e-05,0.0459,31
Acoustic Instrumental,0.621,8.45e-05,0.0336,52
Acoustic Instrumental,0.573,0.0001,0.0288,35
Acoustic Instrumental,0.715,0.0356,0.0442,32
Acoustic Instrumental,0.719,0.000251,0.0443,33
Acoustic Instrumental,0.616,1.57e-05,0.0413,32
Acoustic Instrumental,0.951,0.000107,0.0327,32
Acoustic Instrumental,0.657,4.46e-05,0.0299,37
Acoustic Instrumental,0.808,2.92e-05,0.0429,36
Acoustic Instrumental,0.722,2.21e-05,0.0304,31
Acoustic Instrumental,0.7,8.95e-05,0.0323,26
Acoustic Instrumental,0.74,0.000139,0.0532,31
Instrumental Focus,0.319,0.000587,0.0329,27
Instrumental Focus,0.085,3.28e-05,0.0414,31
Instrumental Focus,0.207,0.00504,0.0388,56
Instrumental Focus,0.262,0.000114,0.0912,53
Acoustic Instrumental,0.589,0.000245,0.0429,43
Instrumental Focus,0.199,4.34e-05,0.0393,31
Instrumental Focus,0.308,4.66e-05,0.0468,27
Instrumental Focus,0.28,1.97e-06,0.0548,39
Acoustic Instrumental,0.315,5e-05,0.138,37
Acoustic Instrumental,0.53,0.00179,0.033,39
Acoustic Instrumental,0.388,1.41e-06,0.0338,42
Instrumental Focus,0.236,0.0137,0.0404,46
Instrumental Focus,0.211,1.41e-06,0.0392,39
Instrumental Focus,0.33,4.3e-05,0.0985,29
Acoustic Instrumental,0.05,0.00236,0.154,55
Instrumental Focus,0.301,0.00102,0.12,42
Acoustic Instrumental,0.53,3.24e-06,0.0417,29
Instrumental Focus,0.119,4.84e-06,0.0337,44
Acoustic Instrumental,0.666,1.8e-06,0.18,27
Instrumental Focus,0.127,0.00011,0.0502,55
Instrumental Focus,0.0275,0.0167,0.0565,38
Instrumental Focus,0.0483,1.9e-06,0.041,38
Instrumental Focus,0.157,1.09e-05,0.0503,29
Instrumental Focus,0.129,0.00884,0.045,28
Acoustic Instrumental,0.334,0.00107,0.143,29
Acoustic Instrumental,0.847,0.00054,0.0306,38
Instrumental Focus,0.275,1.16e-05,0.0298,49
Instrumental Focus,0.161,1.14e-05,0.0469,42
Instrumental Focus,0.212,0.000142,0.0499,27
Acoustic Instrumental,0.363,2.09e-06,0.0358,58
